Volcano Number,Volcano Name,Primary Volcano Type,Last Eruption Year,Country,Latitude,Longitude,Elevation,Population within 5 km,Population within 10 km,Population within 30 km,Population within 100 km,Region,Subregion,Tectonic Settings,Evidence Category,Major Rock 1,Major Rock 2,Major Rock 3,Major Rock 4,Major Rock 5,Minor Rock 1,Minor Rock 2,Minor Rock 3,Minor Rock 4,Minor Rock 5
311040,Davidof,Stratovolcano,Unknown,United States,51.97,178.33,328,0,0,0,0,Alaska,Aleutian Islands,Subduction zone / Intermediate crust (15-25 km),Evidence Uncertain,No Data (checked), , , , , , , , , 
322100,Davis Lake,Volcanic field,-2790,United States,43.57,-121.82,2163,1440,1440,7483,164597,Canada and Western USA,USA (Oregon),Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite, , , , , , , , , 
253060,Dawson Strait Group,Volcanic field,1350,Papua New Guinea,-9.62,150.88,500,5388,5388,7721,80476,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,Subduction zone / Continental crust (>25 km),Eruption Dated,Rhyolite,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite, , , , , , , 
390030,Deception Island,Caldera,1970,Antarctica,-62.9567,-60.6367,602,0,0,0,0,Antarctica,Antarctica and South Sandwich Islands,Intraplate / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, ,Dacite, , , , 
261230,Dempo,Stratovolcano(es),2023,Indonesia,-4.016,103.121,3142,124,9613,96058,2307584,Indonesia,Sumatra,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , 
312210,Denison,Stratovolcano,Unknown,United States,58.418,-154.449,2287,0,0,0,119,Alaska,Alaska Peninsula,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
357050,Descabezado Grande,Stratovolcano(es),1933,Chile,-35.58,-70.75,3953,39,142,3454,704116,South America,Central Chile and Argentina,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
322120,Devils Garden,Volcanic field,Unknown,United States,43.512,-120.861,1698,51,51,287,162601,Canada and Western USA,USA (Oregon),Rift zone / Continental crust (>25 km),Evidence Uncertain,Basalt / Picro-Basalt, , , , , , , , , 
231120,"Dhamar, Harras of",Volcanic field,Unknown,Yemen,14.57,44.67,3500,791276,791276,791276,5778965,Middle East and Indian Ocean,Middle East (southern),Intraplate / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Rhyolite, , , , , , , , 
360080,"Diables, Morne aux",Lava dome(s),Unknown,Dominica,15.612,-61.43,861,8048,12036,33148,479470,West Indies,West Indies,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
360090,"Diablotins, Morne",Stratovolcano,Unknown,Dominica,15.503,-61.397,1430,423,9775,69935,513702,West Indies,West Indies,Subduction zone / Oceanic crust (< 15 km),Evidence Uncertain,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , 
322170,Diamond Craters,Volcanic field,-5610,United States,43.1,-118.75,1435,66,66,136,6969,Canada and Western USA,USA (Oregon),Rift zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , 
274020,Didicas,Compound,1978,Philippines,19.077,122.202,228,0,0,132,52751,Philippines and SE Asia,North of Luzon,Subduction zone / Crustal thickness unknown,Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , 
263200,Dieng Volcanic Complex,Complex,2021,Indonesia,-7.2,109.879,2565,1092929,1092929,1886942,24381814,Indonesia,Java,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , 
300022,Diky Greben,Lava dome(s),350,Russia,51.452,156.978,1040,0,56,544,4568,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite / Basaltic Andesite,Rhyolite, , , , , , , 
221180,Dofan,Shield,Unknown,Ethiopia,9.35,40.13,1151,1900,12452,54928,2900053,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Continental crust (>25 km),Evidence Credible,Rhyolite, , , , , , , , , 
382070,Don Joao de Castro Bank,Shield,1720,Portugal,38.23,-26.63,-13,0,0,0,116504,Atlantic Ocean,Azores,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , 
351070,Dona Juana,Stratovolcano,1906,Colombia,1.5,-76.936,4137,1524,5372,160615,1626081,South America,Colombia,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
328010,Dotsero,Maar,-2200,United States,39.661,-107.035,2230,725,4821,30534,182405,Canada and Western USA,USA (Colorado),Rift zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , 
312270,Douglas,Stratovolcano,Unknown,United States,58.855,-153.542,2140,0,0,0,134,Alaska,Alaska Peninsula,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite, , , , , , , , , 
284095,Doyo Seamount,Stratovolcano,Unknown,Japan,27.68,140.8,-590,0,0,0,0,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Crustal thickness unknown,Unrest / Holocene,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , 
221100,Dubbi,Stratovolcano,1861,Eritrea,13.579,41.809,1625,0,0,18,14867,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Intermediate crust (15-25 km),Eruption Observed,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , ,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite,Rhyolite, , 
243111,Dugong,Shield,Unknown,Tonga,-15.431,-175.725,-1170,0,0,0,0,New Zealand to Fiji,Tonga Islands,,Evidence Uncertain, , , , , , , , , , 
268010,Dukono,Complex,2024,Indonesia,1.6992,127.8783,1273,1575,3348,101506,393070,Indonesia,Halmahera,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite,Trachyte / Trachydacite,Basalt / Picro-Basalt, , , , , , , 
315050,Duncan Canal,Volcanic field,Unknown,United States,56.5,-133.1,15,0,0,60,7558,Alaska,Alaska (eastern),Subduction zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , 
341022,Durango Volcanic Field,Volcanic field,Unknown,Mexico,24.15,-104.45,2075,571282,571282,571282,797133,México and Central America,Mexico,Subduction zone / Continental crust (>25 km),Evidence Credible,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , , , , , , 
312011,Dutton,Stratovolcano,Unknown,United States,55.183,-162.276,1465,0,445,859,1090,Alaska,Alaska Peninsula,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
300110,Dzenzursky,Compound,Unknown,Russia,53.637,158.922,2285,0,0,110,250934,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
331060,East Blanco Depression,Fissure vent,Unknown,Undersea Features,44.267,-129.879,-3000,0,0,0,0,Hawaii and Pacific Ocean,Pacific Ocean (northern),Rift zone / Intermediate crust (15-25 km),Unrest / Holocene, , , , , , , , , , 
284201,East Diamante,Stratovolcano,Unknown,United States,15.93,145.67,-127,0,0,0,76403,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Crustal thickness unknown,Unrest / Holocene,Dacite, , , , , , , , , 
257060,East Epi,Stratovolcano(es),2023,Vanuatu,-16.6797,168.3893,833,0,170,7819,52827,Melanesia and Australia,Vanuatu,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , , , , , , 
377020,East Gakkel Ridge at 85°E,Fissure vent,1999,Undersea Features,85.608,85.25,-3800,0,0,0,0,Iceland and Arctic Ocean,Arctic Ocean,Rift zone / Oceanic crust (< 15 km),Evidence Credible,No Data (checked), , , , , , , , , 
221252,East Ziway,Fissure vent(s),Unknown,Ethiopia,7.874,38.902,1889,85845,85845,432279,6051149,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , 
290380,Ebeko,Stratovolcano,2024,Russia,50.686,156.014,1103,0,267,1076,3098,Kuril Islands,Kuril Islands,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , 
264100,Ebulobo,Stratovolcano,1969,Indonesia,-8.817,121.191,2096,1278,24149,140204,674614,Indonesia,Lesser Sunda Islands,Subduction zone / Crustal thickness unknown,Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , 
222080,"Eburru, Ol Doinyo",Complex,Unknown,Kenya,-0.65,36.22,2856,460,9365,323529,7992639,Africa and Red Sea,Africa (eastern),Rift zone / Continental crust (>25 km),Evidence Credible,Rhyolite,Phonolite,Trachyte / Trachydacite, , , , , , , 
353011,Ecuador,Shield,1150,Ecuador,-0.02,-91.546,790,135,135,193,894,South America,Galapagos Islands,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , 
315040,Edgecumbe,Volcanic field,-2080,United States,57.05,-135.75,970,0,0,6613,7074,Alaska,Alaska (eastern),Intraplate / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Rhyolite,Dacite, , , , , , 
320060,Edziza,Stratovolcano,950,Canada,57.72,-130.63,2786,0,0,0,898,Canada and Western USA,Canada,Intraplate / Continental crust (>25 km),Eruption Dated,Trachyte / Trachydacite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Rhyolite, ,Trachyandesite / Basaltic Trachyandesite, , , , 
264160,Egon,Stratovolcano,2008,Indonesia,-8.676,122.455,1661,818,23263,250257,868670,Indonesia,Lesser Sunda Islands,Subduction zone / Crustal thickness unknown,Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , 
290270,Ekarma,Stratovolcano,2010,Russia,48.958,153.93,1170,0,0,1,26,Kuril Islands,Kuril Islands,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , 
214010,Elbrus,Stratovolcano,50,Russia,43.351,42.442,5642,26,195,5718,1469719,Mediterranean and Western Asia,Western Asia,Intraplate / Continental crust (>25 km),Eruption Dated,Dacite,Andesite / Basaltic Andesite,Rhyolite,Trachyte / Trachydacite, , , , , , 
371022,Eldey,Fissure vent,1926,Iceland,63.733,-23,70,0,0,0,0,Iceland and Arctic Ocean,Iceland (northeastern),Rift zone / Oceanic crust (< 15 km),Eruption Observed, , , , , , , , , , 
222071,Elmenteita Badlands,Pyroclastic cone(s),Unknown,Kenya,-0.546,36.249,2126,134553,134553,445904,6117963,Africa and Red Sea,Africa (eastern),Rift zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , 
300590,Elovsky,Shield(s),-7550,Russia,57.55,160.53,1381,0,0,44,2704,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , 
312020,Emmons Lake Volcanic Center,Caldera,Unknown,United States,55.3519,-162.0445,1534,0,0,686,1199,Alaska,Alaska Peninsula,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Rhyolite, , , , , , , 
222051,Emuruangogolak,Shield,1910,Kenya,1.5,36.33,1285,80,252,4448,445177,Africa and Red Sea,Africa (eastern),Rift zone / Continental crust (>25 km),Eruption Dated,Trachyte / Trachydacite,Basalt / Picro-Basalt, , , , , , , , 
331010,Endeavour Segment,Fissure vent(s),-3490,Canada,47.95,-129.1,-2050,0,0,0,0,Hawaii and Pacific Ocean,Pacific Ocean (northern),Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , 
213010,Erciyes Volcanic Complex,Stratovolcano,-6880,Turkiye,38.531,35.447,3864,1715,8036,767813,1817720,Mediterranean and Western Asia,Turkey,Intraplate / Continental crust (>25 km),Eruption Dated,Dacite,Andesite / Basaltic Andesite,Rhyolite,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, , , , , 
390020,Erebus,Stratovolcano,1972,Antarctica,-77.53,167.17,3794,0,0,0,0,Antarctica,Antarctica and South Sandwich Islands,Intraplate / Continental crust (>25 km),Eruption Observed,Phonolite,Phono-tephrite /  Tephri-phonolite,Trachybasalt / Tephrite Basanite, , ,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite, , , 
221080,Erta Ale,Shield,2024,Ethiopia,13.601,40.666,585,2685,2796,8857,235083,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Intermediate crust (15-25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , 
285011,Esan,Lava dome(s),1874,Japan,41.805,141.166,618,1734,5831,33197,916560,"Japan, Taiwan, Marianas",Hokkaido,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
331040,Escanaba Segment,Fissure vent(s),-2260,United States,40.98,-127.5,-1700,0,0,0,0,Hawaii and Pacific Ocean,Pacific Ocean (northern),Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , 
374020,Esjufjoll,Stratovolcano,Unknown,Iceland,64.25,-16.583,1620,0,0,0,2564,Iceland and Arctic Ocean,Iceland (southeastern),Rift zone / Oceanic crust (< 15 km),Unrest / Holocene,Basalt / Picro-Basalt, , , , ,Rhyolite, , , , 
284210,Esmeralda Bank,Stratovolcano,Unknown,United States,14.958,145.249,-74,0,0,0,84578,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Crustal thickness unknown,Unrest / Holocene,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , 
234030,"Est, Ile de l'",Stratovolcano,Unknown,France,-46.43,52.2,1090,0,0,0,0,Middle East and Indian Ocean,Indian Ocean (southern),Rift zone / Oceanic crust (< 15 km),Evidence Uncertain,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , 
211060,Etna,Stratovolcano(es),2024,Italy,37.748,14.999,3357,78,3291,1016540,3052770,Mediterranean and Western Asia,Italy,Subduction zone / Continental crust (>25 km),Eruption Observed,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt, , ,Trachyte / Trachydacite,Phono-tephrite /  Tephri-phonolite, , , 
290050,Etorofu-Atosanupuri [Atosanupuri],Stratovolcano,1932,Japan - administered by Russia,44.808,147.131,1206,1,289,644,4311,Kuril Islands,Kuril Islands,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , 
290070,Etorofu-Yakeyama [Grozny Group],Complex,2013,Japan - administered by Russia,45.012,147.871,1158,0,39,2417,6361,Kuril Islands,Kuril Islands,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , 
372020,Eyjafjallajokull,Stratovolcano,2010,Iceland,63.633,-19.633,1651,0,4,786,18516,Iceland and Arctic Ocean,Iceland (southern),Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite, , , , , , 
371032,Fagradalsfjall,Fissure vent,2023,Iceland,63.895,-22.258,250,0,0,0,0,Iceland and Arctic Ocean,Iceland (southwestern),Rift zone / Oceanic crust (< 15 km),Eruption Observed, , , , , , , , , , 
355124,Falso Azufre,Complex,Unknown,Chile-Argentina,-26.8,-68.37,5906,0,13,215,9979,South America,"Northern Chile, Bolivia and Argentina",Subduction zone / Continental crust (>25 km),Evidence Uncertain,No Data (checked), , , , , , , , , 
284140,Farallon de Pajaros,Stratovolcano,1953,United States,20.546,144.893,337,0,0,0,0,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Crustal thickness unknown,Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , 
382010,Fayal,Stratovolcano,1958,Portugal,38.576,-28.713,1041,1514,13757,24414,50663,Atlantic Ocean,Azores,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite, , , , , 
221190,Fentale,Stratovolcano,1820,Ethiopia,8.985,39.906,2007,1919,14201,169357,3482286,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Continental crust (>25 km),Eruption Observed,Rhyolite,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Andesite / Basaltic Andesite, , , , , , 
353010,Fernandina,Shield,2024,Ecuador,-0.37,-91.55,1476,129,129,208,1972,South America,Galapagos Islands,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , 
311350,Fisher,Stratovolcano,1830,United States,54.65,-164.43,1112,0,0,0,25,Alaska,Aleutian Islands,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt,Trachyte / Trachydacite, , , , , , 
382001,Flores,Stratovolcano(es),-950,Portugal,39.462,-31.216,914,1054,4560,5825,5865,Atlantic Ocean,Azores,Intraplate / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, ,Phono-tephrite /  Tephri-phonolite, , , , 
342140,Flores,Volcanic field,Unknown,Guatemala,14.308,-89.992,1600,205145,205145,397357,7489933,México and Central America,Guatemala,Subduction zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , 
384010,Fogo,Stratovolcano,2015,Cabo Verde,14.95,-24.35,2829,189,13254,37650,267298,Atlantic Ocean,Cape Verde Islands,Intraplate / Intermediate crust (15-25 km),Eruption Observed,Foidite,Trachybasalt / Tephrite Basanite,Phonolite, , , , , , , 
243050,Fonuafo'ou,Stratovolcano,1936,Tonga,-20.32,-175.42,-17,302,302,532,69016,New Zealand to Fiji,Tonga Islands,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
243100,Fonualei,Stratovolcano,1957,Tonga,-18.023,-174.317,188,71,71,91,17857,New Zealand to Fiji,Tonga Islands,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Dacite,Andesite / Basaltic Andesite, , , , , , , , 
284220,Forecast Seamount,Stratovolcano,Unknown,United States,13.4,143.92,-1456,0,0,0,143992,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Crustal thickness unknown,Unrest / Holocene,No Data (checked), , , , , , , , , 
223001,Fort Portal,Volcanic field,-2120,Uganda,0.7,30.25,1615,242914,242914,498815,4167189,Africa and Red Sea,Africa (central),Rift zone / Continental crust (>25 km),Eruption Dated,Foidite, , , , , , , , , 
320010,Fort Selkirk,Volcanic field,Unknown,Canada,62.93,-137.38,1239,6,6,6,491,Canada and Western USA,Canada,Intraplate / Continental crust (>25 km),Evidence Uncertain,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Foidite, , , , , , , 
233020,"Fournaise, Piton de la",Shield,2023,France,-21.244,55.708,2632,55859,55859,246792,717820,Middle East and Indian Ocean,Indian Ocean (western),Intraplate / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , 
312260,Fourpeaked,Stratovolcano,2006,United States,58.77,-153.672,2105,0,0,0,165,Alaska,Alaska Peninsula,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , 
373070,Fremrinamar,Stratovolcano,-1200,Iceland,65.416,-16.666,970,0,0,476,19143,Iceland and Arctic Ocean,Iceland (northeastern),Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt,Rhyolite, , , , , , , , 
312010,Frosty,Stratovolcano(es),Unknown,United States,55.067,-162.835,1728,0,0,67,1153,Alaska,Alaska Peninsula,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , 
342090,Fuego,Stratovolcano(es),2024,Guatemala,14.473,-90.88,3763,1373,54332,1016339,7677809,México and Central America,Guatemala,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Trachyandesite / Basaltic Trachyandesite, , , , 
358090,Fueguino,Lava dome(s),1820,Chile,-54.97,-70.262,157,18,78,294,1296,South America,Southern Chile and Argentina,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , 
383050,Fuerteventura,Fissure vent(s),Unknown,Spain,28.358,-14.02,529,1432,8752,52038,226781,Atlantic Ocean,Canary Islands,Intraplate / Intermediate crust (15-25 km),Evidence Credible,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Foidite,Trachyandesite / Basaltic Trachyandesite, , , , , , 
283030,Fujisan,Stratovolcano,1708,Japan,35.361,138.728,3776,570,1759,906969,25022187,"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt, , , , ,Andesite / Basaltic Andesite,Dacite, , , 
282091,Fukue,Volcanic field,-400,Japan,32.657,128.849,315,18334,40407,61450,704523,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , 
284133,Fukujin,Stratovolcano,1974,United States,21.93,143.47,-217,0,0,0,0,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Crustal thickness unknown,Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , 
284130,Fukutoku-Oka-no-Ba,Pyroclastic cone,2021,Japan,24.285,141.481,-29,11,19,19,951,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Crustal thickness unknown,Eruption Observed,Trachyandesite / Basaltic Trachyandesite, , , , , , , , , 
382100,Furnas,Stratovolcano,1630,Portugal,37.77,-25.32,805,1333,7310,87865,153182,Atlantic Ocean,Azores,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachyte / Trachydacite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , , , , 
290340,Fuss Peak,Stratovolcano,1854,Russia,50.267,155.246,1742,0,62,354,1891,Kuril Islands,Kuril Islands,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , 
221150,Gabillema,Stratovolcano,Unknown,Ethiopia,11.08,41.27,1459,248,772,12626,373968,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Intermediate crust (15-25 km),Evidence Credible,Rhyolite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , , , , 
221050,Gada Ale,Stratovolcano,Unknown,Ethiopia,13.975,40.408,287,101,605,4827,618972,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Intermediate crust (15-25 km),Evidence Credible,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, , , , , , , 
334070,Galapagos Rift,Fissure vent(s),1996,Ecuador,0.792,-86.15,-2430,0,0,0,0,Hawaii and Pacific Ocean,Pacific Ocean (eastern),Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , 
351080,Galeras,Complex,2014,Colombia,1.22,-77.37,4276,705,120817,630777,1700248,South America,Colombia,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Dacite, , , , 
255062,Gallego,Volcanic field,Unknown,Solomon Islands,-9.35,159.73,1000,10017,10017,81587,169626,Melanesia and Australia,Bougainville and Solomon Islands,Subduction zone / Crustal thickness unknown,Evidence Uncertain,Andesite / Basaltic Andesite, , , , , , , , , 
263140,Galunggung,Stratovolcano,1984,Indonesia,-7.25,108.058,2168,4781,66495,2382939,23897342,Indonesia,Java,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Rhyolite, , , , 
268060,Gamalama,Stratovolcano(es),2018,Indonesia,0.81,127.3322,1714,103429,204820,308691,536972,Indonesia,Halmahera,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Dacite, , , , 
300210,Gamchen,Complex,-550,Russia,54.974,160.703,2539,0,0,382,3829,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , 
268040,Gamkonora,Stratovolcano,2007,Indonesia,1.38,127.53,1635,3354,12744,61376,627128,Indonesia,Halmahera,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , 
311070,Gareloi,Stratovolcano,1989,United States,51.79,-178.794,1573,0,0,0,0,Alaska,Aleutian Islands,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , 
320200,Garibaldi,Stratovolcano,-8060,Canada,49.85,-123,2678,0,22,16058,2264818,Canada and Western USA,Canada,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite / Basaltic Andesite, , , , , , , , 
320190,Garibaldi Lake,Volcanic field,Unknown,Canada,49.933,-123,2316,6635,6635,28109,2218089,Canada and Western USA,Canada,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite,Trachyandesite / Basaltic Trachyandesite, , , 
252030,Garove,Stratovolcano,Unknown,Papua New Guinea,-4.687,149.511,368,4259,5887,6388,18704,Melanesia and Australia,New Britain,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , ,Rhyolite, , , , 
252060,Garua Harbour,Volcanic field,Unknown,Papua New Guinea,-5.3,150.07,565,12090,12090,44354,123676,Melanesia and Australia,New Britain,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Rhyolite,Andesite / Basaltic Andesite, , , , , , , , 
257020,Gaua,Stratovolcano,2022,Vanuatu,-14.281,167.514,729,166,1200,2848,8834,Melanesia and Australia,Vanuatu,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , 
221230,Gedemsa,Caldera,Unknown,Ethiopia,8.363,39.172,1909,216008,216008,744211,8000105,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Continental crust (>25 km),Evidence Credible,Rhyolite,Trachyte / Trachydacite, , , ,Basalt / Picro-Basalt, , , , 
