Volcano Number,Volcano Name,Primary Volcano Type,Last Eruption Year,Country,Latitude,Longitude,Elevation,Population within 5 km,Population within 10 km,Population within 30 km,Population within 100 km,Region,Subregion,Tectonic Settings,Evidence Category,Major Rock 1,Major Rock 2,Major Rock 3,Major Rock 4,Major Rock 5,Minor Rock 1,Minor Rock 2,Minor Rock 3,Minor Rock 4,Minor Rock 5
322090,Bachelor,Stratovolcano,-5800,United States,43.979,-121.688,2763,18,24,22514,231420,Canada and Western USA,USA (Oregon),Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , 
255020,Bagana,Lava cone,2024,Papua New Guinea,-6.137,155.196,1855,198,404,7861,115257,Melanesia and Australia,Bougainville and Solomon Islands,Subduction zone / Crustal thickness unknown,Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , 
300123,Bakening,Stratovolcano,-550,Russia,53.905,158.07,2278,0,10,1583,87139,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt,Rhyolite, , , , , , 
321010,Baker,Stratovolcano(es),1880,United States,48.777,-121.813,3285,0,46,8568,1990504,Canada and Western USA,USA (Washington),Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt, , , , 
255010,Balbi,Stratovolcano,Unknown,Papua New Guinea,-5.9156,155.0008,2715,314,505,11904,127928,Melanesia and Australia,Bougainville and Solomon Islands,Subduction zone / Crustal thickness unknown,Evidence Credible,Andesite / Basaltic Andesite, , , , , , , , , 
231170,Balhaf-Bir Ali Volcanic Field,Volcanic field,Unknown,Yemen,14.067,48.3,604,5690,5690,6643,177124,Middle East and Indian Ocean,Middle East (southern),Intraplate / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , 
263351,Baluran,Stratovolcano,Unknown,Indonesia,-7.85,114.37,1247,1313,59107,437688,5474053,Indonesia,Java,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite, , , , , , , , , 
271010,Balut,Stratovolcano,Unknown,Philippines,5.398,125.376,840,1472,1901,10763,1286239,Philippines and SE Asia,Mindanao,Subduction zone / Continental crust (>25 km),Unrest / Holocene,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , 
251010,Bam,Stratovolcano,1960,Papua New Guinea,-3.613,144.818,685,192,192,462,103203,Melanesia and Australia,Northeast of New Guinea,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , 
252110,Bamus,Stratovolcano,1886,Papua New Guinea,-5.2,151.23,2248,50,630,19320,71997,Melanesia and Australia,New Britain,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , 
273050,Banahaw,Complex,Unknown,Philippines,14.07,121.48,2158,754,93134,1698285,23837289,Philippines and SE Asia,Luzon,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , 
265090,Banda Api,Caldera,1988,Indonesia,-4.523,129.881,596,5682,5682,5810,5810,Indonesia,Banda Sea,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Dacite,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , 
283160,Bandaisan,Stratovolcano,1888,Japan,37.601,140.072,1816,5923,17608,327454,4709782,"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , 
267030,Banua Wuhu,Complex,1919,Indonesia,3.138,125.491,-5,359,480,4586,69756,Indonesia,Sangihe Islands,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , 
341020,Barcena,Pyroclastic cone(s),1953,Mexico,19.3,-110.82,332,0,0,0,0,México and Central America,Mexico,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Rhyolite,Basalt / Picro-Basalt, , , , , 
373030,Bardarbunga,Stratovolcano,2015,Iceland,64.633,-17.516,2000,0,0,0,1348,Iceland and Arctic Ocean,Iceland (northeastern),Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Rhyolite, , , , , , , , 
300084,Barkhatnaya Sopka,Volcanic field,-3550,Russia,52.802,158.24,874,0,208,13963,252873,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , 
260010,Barren Island,Stratovolcano,2024,India,12.278,93.858,354,645,645,645,5035,Indonesia,Andaman Islands,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , 
222030,"Barrier, The",Shield,1921,Kenya,2.32,36.57,1032,17,112,4180,109675,Africa and Red Sea,Africa (eastern),Rift zone / Continental crust (>25 km),Eruption Observed,Trachyte / Trachydacite,Phonolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite, , , , , 
346010,Baru,Stratovolcano,1550,Panama,8.808,-82.543,3474,118,6983,79933,756597,México and Central America,Panama,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Basalt / Picro-Basalt,Dacite,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, 
345050,Barva,Complex,-6050,Costa Rica,10.135,-84.1,2906,177,8018,2004665,3399329,México and Central America,Costa Rica,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , 
264010,Batur,Caldera,2000,Indonesia,-8.2403,115.3775,1711,466899,466899,937766,4289189,Indonesia,Lesser Sunda Islands,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt, , , , , , 
355122,"Bayo Gorbea, Cerro",Complex,Unknown,Chile-Argentina,-25.414,-68.588,5413,0,26,288,7824,South America,"Northern Chile, Bolivia and Argentina",Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
225060,Bayuda Volcanic Field,Volcanic field,850,Sudan,18.33,32.75,670,1124,1124,2752,259325,Africa and Red Sea,Africa (northern),Intraplate / Continental crust (>25 km),Eruption Dated,Trachybasalt / Tephrite Basanite, , , , , , , , , 
315070,Behm Canal-Rudyerd Bay,Volcanic field,Unknown,United States,55.35,-131,500,0,0,6,15569,Alaska,Alaska (eastern),Intraplate / Continental crust (>25 km),Evidence Uncertain,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , , , , , 
322060,Belknap,Shield(s),480,United States,44.285,-121.841,2095,0,0,6518,362091,Canada and Western USA,USA (Oregon),Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , 
390022,Berlin,Shield(s),-8350,Antarctica,-76.05,-136,3478,0,0,0,0,Antarctica,Antarctica and South Sandwich Islands,Intraplate / Continental crust (>25 km),Eruption Dated,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite, , , , , , 
221191,Beru,Volcanic field,Unknown,Ethiopia,8.95,39.75,1100,3850,20176,196084,3809644,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , 
290040,Berutarubesan [Berutarube],Stratovolcano,Unknown,Japan - administered by Russia,44.462,146.932,1221,0,113,240,9155,Kuril Islands,Kuril Islands,Subduction zone / Intermediate crust (15-25 km),Evidence Credible,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
300250,Bezymianny,Stratovolcano,2024,Russia,55.972,160.595,2882,0,0,47,11728,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
268073,Bibinoi,Stratovolcano(es),Unknown,Indonesia,-0.761,127.725,932,53,4276,15604,83771,Indonesia,Halmahera,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,Andesite / Basaltic Andesite, , , , , , , , , 
221291,Bilate River Field,Volcanic field,Unknown,Ethiopia,7.07,38.1,1700,359001,359001,1222547,9860754,Africa and Red Sea,Africa (northeastern) and Red Sea,Intraplate / Continental crust (>25 km),Unrest / Holocene,No Data (checked), , , , , , , , , 
272080,Biliran,Compound,1939,Philippines,11.523,124.535,1301,4612,78799,254519,3177850,Philippines and SE Asia,Central Philippines,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , 
255011,Billy Mitchell,Caldera,1580,Papua New Guinea,-6.0898,155.2254,1544,113,449,9620,119191,Melanesia and Australia,Bougainville and Solomon Islands,Subduction zone / Crustal thickness unknown,Eruption Dated,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
231180,Bir Borhut,Volcanic field,Unknown,Yemen,15.515,50.935,464,517,517,2117,115648,Middle East and Indian Ocean,Middle East (southern),Intraplate / Continental crust (>25 km),Evidence Uncertain,Basalt / Picro-Basalt, , , , , , , , , 
231072,"Birk, Harrat al",Volcanic field,Unknown,Saudi Arabia,18.37,41.63,587,37855,37855,37855,596401,Middle East and Indian Ocean,Middle East (southern),Intraplate / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , 
221220,Bishoftu Volcanic Field,Volcanic field,Unknown,Ethiopia,8.78,38.98,1850,310101,310101,662037,7986826,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt,Rhyolite, , , , , , , , 
324010,Black Butte Crater Lava Field,Shield,-8400,United States,43.183,-114.352,1478,119,158,4440,171376,Canada and Western USA,USA (Idaho),Rift zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , 
312080,Black Peak,Stratovolcano,-1900,United States,56.552,-158.785,1032,0,0,0,478,Alaska,Alaska Peninsula,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
327050,Black Rock Desert,Volcanic field,1290,United States,38.97,-112.5,1800,3292,3292,3679,54291,Canada and Western USA,USA (Utah),Rift zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Rhyolite, , , , 
357102,"Blanca, Laguna",Volcanic field,Unknown,Argentina,-39.02,-70.37,1700,0,0,0,0,South America,Central Chile and Argentina,Intraplate / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , , , , , , , 
357064,"Blancas, Lomas",Stratovolcano,Unknown,Chile,-36.286,-71.009,2268,127,398,1980,355814,South America,Central Chile and Argentina,Subduction zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , 
355210,"Blanco, Cerro",Caldera,-2300,Argentina,-26.7657,-67.746,4670,39,39,65,14279,South America,"Northern Chile, Bolivia and Argentina",Subduction zone / Continental crust (>25 km),Eruption Dated,Rhyolite, , , , , , , , , 
300552,Bliznetsy,Lava cone,-1060,Russia,57.35,161.37,265,0,4,155,3822,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite, , , , , , , , , 
322030,Blue Lake Crater,Maar,680,United States,44.4125,-121.7686,1136,19,308,6914,286219,Canada and Western USA,USA (Oregon),Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , 
251001,Blup Blup,Stratovolcano,Unknown,Papua New Guinea,-3.507,144.605,402,270,270,462,93315,Melanesia and Australia,Northeast of New Guinea,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
311100,Bobrof,Stratovolcano,Unknown,United States,51.91,-177.438,738,0,0,0,0,Alaska,Aleutian Islands,Subduction zone / Intermediate crust (15-25 km),Evidence Uncertain,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , 
311300,Bogoslof,Stratovolcano,2017,United States,53.93,-168.03,150,0,0,0,4216,Alaska,Aleutian Islands,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , 
251011,Boisa,Stratovolcano,Unknown,Papua New Guinea,-3.994,144.963,240,139,1343,18874,177478,Melanesia and Australia,Northeast of New Guinea,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , 
252050,Bola,Stratovolcano,Unknown,Papua New Guinea,-5.141,150.038,1116,73,387,8601,116418,Melanesia and Australia,New Britain,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite, , , , , , , , , 
300150,Bolshoi Semiachik,Stratovolcano(es),-4450,Russia,54.32,160.02,1720,0,0,554,7373,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , 
300360,Bolshoi-Kekuknaysky,Shield(s),-5310,Russia,56.483,157.917,1401,0,0,158,2779,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , , , , , , 
234000,Boomerang Seamount,Caldera,1995,France,-37.7216,77.8221,-650,0,0,0,0,Middle East and Indian Ocean,Indian Ocean (southern),Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , 
221071,Bora Ale,Stratovolcano,Unknown,Ethiopia,13.725,40.6,668,0,0,11328,339803,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Intermediate crust (15-25 km),Evidence Credible,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Trachyte / Trachydacite,Rhyolite, , , , , , 
221250,Bora-Bericha-Tullu Moye,Pyroclastic cone,1900,Ethiopia,8.2114,39.0812,2345,11514,51976,546291,5565084,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Continental crust (>25 km),Eruption Observed,Rhyolite,Trachyte / Trachydacite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , 
221107,Borawli,Stratovolcano,Unknown,Ethiopia,13.304,40.987,784,38,100,3699,111101,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Intermediate crust (15-25 km),Evidence Credible,Basalt / Picro-Basalt,Trachyte / Trachydacite,Rhyolite, , , , , , , 
221210,Boset,Stratovolcano(es),Unknown,Ethiopia,8.558,39.475,2447,3267,19603,586318,7130451,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Continental crust (>25 km),Evidence Credible,Rhyolite,Trachyte / Trachydacite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , , , 
386020,Bouvet,Shield,-50,Norway,-54.408,3.351,741,0,0,0,0,Atlantic Ocean,Atlantic Ocean (southern),Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt,Trachyte / Trachydacite,Rhyolite,Trachyandesite / Basaltic Trachyandesite, ,Trachybasalt / Tephrite Basanite, , , , 
384020,Brava,Stratovolcano,Unknown,Cabo Verde,14.8514,-24.7041,956,5631,6644,25852,43281,Atlantic Ocean,Cape Verde Islands,Intraplate / Intermediate crust (15-25 km),Evidence Credible,Foidite,Trachybasalt / Tephrite Basanite,Phonolite, , , , , , , 
351012,"Bravo, Cerro",Stratovolcano,1720,Colombia,5.091,-75.293,3985,1679,4916,538690,3929468,South America,Colombia,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , , , , , 
371040,Brennisteinsfjoll,Crater rows,1341,Iceland,63.933,-21.783,610,33526,33526,163469,203012,Iceland and Arctic Ocean,Iceland (southwestern),Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , 
320170,Bridge River Cones,Volcanic field,Unknown,Canada,50.8,-123.4,2500,55,55,219,15871,Canada and Western USA,Canada,Subduction zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , 
390040,Bridgeman Island,Stratovolcano,Unknown,Antarctica,-62.063,-56.713,240,0,0,0,0,Antarctica,Antarctica and South Sandwich Islands,Intraplate / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , 
390080,Bristol Island,Stratovolcano,2016,United Kingdom,-59.017,-26.533,1100,0,0,0,0,Antarctica,Antarctica and South Sandwich Islands,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , 
241150,Brothers,Caldera,Unknown,New Zealand,-34.875,179.0667,-1350,0,0,0,0,New Zealand to Fiji,New Zealand,Subduction zone / Oceanic crust (< 15 km),Unrest / Holocene,Dacite,Basalt / Picro-Basalt, , , , , , , , 
390010,Buckle Island,Stratovolcano,1899,Antarctica,-66.78,163.25,1239,0,0,0,0,Antarctica,Antarctica and South Sandwich Islands,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachybasalt / Tephrite Basanite, , , , , , , , , 
223070,Bufumbira,Volcanic field,Unknown,Uganda,-1.304,29.683,2100,436134,436134,830916,10342253,Africa and Red Sea,Africa (central),Rift zone / Continental crust (>25 km),Evidence Uncertain,Phono-tephrite /  Tephri-phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,Foidite, , , , , 
311010,Buldir,Stratovolcano,Unknown,United States,52.35,175.911,656,0,0,0,0,Alaska,Aleutian Islands,Subduction zone / Intermediate crust (15-25 km),Evidence Uncertain,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , 
