Volcano Number,Eruption Number,Volcano Name,Area of Activity,VEI,Start Date,days,End Date,Eruption Category,Evidence Method (dating),Latitude,Longitude
283110,17767,Asamayama,,NA,1905--,,--,Uncertain Eruption,,36.406,138.523
261230,15560,Dempo,,NA,1905--,,--,Confirmed Eruption,Observations: Reported,-4.016,103.121
390031,13165,Penguin Island,NE flank (Petrel Crater),NA,1905--,,--,Confirmed Eruption,Chem/Bio: Lichenometry,-62.1,-57.93
300270,19575,Sheveluch,,NA,1905--,,--,Confirmed Eruption,Observations: Reported,56.653,161.36
267030,16549,Banua Wuhu,,2,1904-08-27,,--,Confirmed Eruption,Observations: Reported,3.138,125.491
265050,16378,Teon,,2,1904-06-03,,--,Confirmed Eruption,Observations: Reported,-6.976,129.144
251020,14902,Manam,,NA,1904-04-30,,--,Confirmed Eruption,Observations: Reported,-4.08,145.037
241080,13567,Tongariro,Ngauruhoe,2,1904-11-22,,--,Confirmed Eruption,Observations: Reported,-39.157,175.632
221080,13930,Erta Ale,,2,1904-11-01,,--,Uncertain Eruption,,13.601,40.666
266110,16467,Mahawu,,2,1904-10-04,,--,Confirmed Eruption,Observations: Reported,1.352,124.865
264010,16186,Batur,West caldera floor (Gunung Anti),2,1904--,,--,Confirmed Eruption,Observations: Reported,-8.242,115.375
264220,16311,Iliboleng,,2,1904--,,--,Confirmed Eruption,Observations: Reported,-8.342,123.258
272020,16728,Kanlaon,,2,1904--,,--,Confirmed Eruption,Observations: Reported,10.412,123.132
300240,19299,Tolbachik,,2,1904--,,--,Confirmed Eruption,Observations: Reported,55.832,160.326
357120,12138,Villarrica,,2,1904--,,--,Confirmed Eruption,Observations: Reported,-39.42,-71.93
311120,19732,Great Sitkin,,NA,1904--,,--,Uncertain Eruption,,52.076,-176.13
320090,20439,Iskut-Unuk River Cones,Lava Fork,NA,1904--,,--,Uncertain Eruption,,56.58,-130.55
311110,19717,Kanaga,Upper south flank ?,NA,1904--,,--,Confirmed Eruption,Observations: Reported,51.923,-177.168
222120,14005,"Lengai, Ol Doinyo",North Crater,NA,1904--,,--,Confirmed Eruption,Observations: Reported,-2.764,35.914
321050,20555,St. Helens,,NA,1903-09-15,,--,Uncertain Eruption,,46.2,-122.18
305060,19650,Changbaishan,Liuhaojie tuff ring?,NA,1903-04-15,,--,Confirmed Eruption,Observations: Reported,41.98,128.08
273070,16850,Taal,,2,1903-4-,,--,Confirmed Eruption,Observations: Reported,14.002,120.993
265060,16379,Nila,,2,1903-12-08,,--,Confirmed Eruption,Observations: Reported,-6.73,129.5
390020,13154,Erebus,,NA,1903-01-01,,--,Confirmed Eruption,Observations: Reported,-77.53,167.17
357060,11951,"Azul, Cerro",Quizapu,2,1903-1-,,--,Uncertain Eruption,,-35.653,-70.761
221080,13929,Erta Ale,,2,1903--,,--,Uncertain Eruption,,13.601,40.666
241100,14615,Ruapehu,,2,1903--,,--,Confirmed Eruption,Observations: Reported,-39.28,175.57
360060,12366,Soufriere Guadeloupe,SE side summit dome,2,1903--,,--,Uncertain Eruption,,16.044,-61.664
233020,14310,"Fournaise, Piton de la",,NA,1903--,,--,Confirmed Eruption,Observations: Reported,-21.244,55.708
258020,15367,Hunter Island,Northern tip of island,NA,1903--,,--,Confirmed Eruption,Observations: Reported,-22.4,172.05
283120,17828,Kusatsu-Shiranesan,,NA,1903--,,--,Uncertain Eruption,,36.618,138.528
224004,14114,Santa Isabel,"SE flank, near Bahu",NA,1903--,,--,Confirmed Eruption,Observations: Reported,3.588,8.762
271080,16720,Camiguin,,NA,1902-07-27,,--,Discredited Eruption,,9.203,124.673
315020,20413,Wrangell,West Crater,2,1902-07-15,,--,Confirmed Eruption,Observations: Reported,62.006,-144.017
345020,11092,Rincon de la Vieja,,2,1902-06-22,,--,Uncertain Eruption,,10.83,-85.324
223020,14045,Nyamulagira,SSE fissure zone,NA,1902-04-22,,--,Confirmed Eruption,Observations: Reported,-1.408,29.2
344090,11001,Momotombo,,2,1902-03-31,,--,Confirmed Eruption,Observations: Reported,12.423,-86.539
265090,16419,Banda Api,,NA,1902-03-20,,--,Uncertain Eruption,,-4.523,129.881
272020,16727,Kanlaon,,2,1902-01-31,,--,Confirmed Eruption,Observations: Reported,10.412,123.132
313030,20384,Redoubt,,3,1902-01-18,,--,Confirmed Eruption,Observations: Reported,60.485,-152.742
283230,18051,Akita-Komagatake,Yoko-dake,1,1902--,,--,Confirmed Eruption,Observations: Reported,39.761,140.799
273030,16796,Mayon,,1,1902--,,--,Confirmed Eruption,Observations: Reported,13.257,123.685
223030,14093,Nyiragongo,,1,1902--,,--,Confirmed Eruption,Observations: Reported,-1.52,29.25
344120,11050,Concepcion,,2,1902--,,--,Confirmed Eruption,Observations: Reported,11.538,-85.622
355100,11854,Lascar,,2,1902--,,--,Confirmed Eruption,Observations: Reported,-23.37,-67.73
351060,11328,Purace,,2,1902--,,--,Confirmed Eruption,Observations: Reported,2.32,-76.4
357120,21003,Villarrica,,2,1902--,,--,Confirmed Eruption,Sidereal: Varve Count,-39.42,-71.93
311180,19778,Seguam,,3,1902--,,--,Confirmed Eruption,Observations: Reported,52.315,-172.51
313010,20267,Augustine,,NA,1902--,,--,Discredited Eruption,,59.363,-153.43
265090,16418,Banda Api,Summit and north flank,2,1901-05-18,,--,Confirmed Eruption,Observations: Reported,-4.523,129.881
357010,11894,Tupungatito,,2,1901-4-,,--,Confirmed Eruption,Observations: Reported,-33.425,-69.797
266030,13584,Soputan,,2,1901-02-04,,--,Confirmed Eruption,Observations: Reported,1.112,124.737
223030,14092,Nyiragongo,,1,1901--,,--,Confirmed Eruption,Observations: Reported,-1.52,29.25
268010,16576,Dukono,,2,1901--,,--,Confirmed Eruption,Observations: Reported,1.693,127.894
223020,14044,Nyamulagira,East flank (Singiro),2,1901--,,--,Confirmed Eruption,Observations: Reported,-1.408,29.2
312030,20124,Pavlof,,2,1901--,,--,Confirmed Eruption,Observations: Reported,55.417,-161.894
300030,18914,Iliinsky,NE flank,3,1901--,,--,Confirmed Eruption,Observations: Reported,51.498,157.203
284150,18499,Asuncion,,NA,1901--,,--,Discredited Eruption,,19.671,145.406
284190,18532,Guguan,,NA,1901--,,--,Discredited Eruption,,17.307,145.845
311360,20071,Shishaldin,,NA,1901--,,--,Confirmed Eruption,Observations: Reported,54.756,-163.97
315020,20412,Wrangell,,2,1900-6-,,--,Confirmed Eruption,Observations: Reported,62.006,-144.017
390020,13153,Erebus,,2,1900-2-,,--,Uncertain Eruption,,-77.53,167.17
223030,14091,Nyiragongo,,1,1900--,,--,Confirmed Eruption,Observations: Reported,-1.52,29.25
358030,12267,Huequi,,2,1900--,,--,Confirmed Eruption,Observations: Reported,-42.377,-72.578
267020,16503,Karangetang,,2,1900--,,--,Confirmed Eruption,Observations: Reported,2.781,125.407
252010,14982,Langila,North Crater (crater 1),2,1900--,,--,Confirmed Eruption,Observations: Reported,-5.525,148.42
290020,18738,Raususan [Mendeleev],,2,1900--,,--,Uncertain Eruption,,43.979,145.733
352080,11639,Tungurahua,,2,1900--,,--,Uncertain Eruption,,-1.467,-78.442
290260,18826,Chirinkotan,,NA,1900--,,--,Confirmed Eruption,Observations: Reported,48.98,153.48
274020,16875,Didicas,,NA,1900--,,--,Confirmed Eruption,Observations: Reported,19.077,122.202
221100,13939,Dubbi,,NA,1900--,,--,Uncertain Eruption,,13.579,41.809
390090,13213,Saunders,North flank,NA,1900--,,--,Confirmed Eruption,Correlation: Tephrochronology,-57.8,-26.483
221250,13956,Tullu Moye,"Wonji fault belt, SE of Lake Koka",NA,1900--,,--,Confirmed Eruption,Observations: Reported,8.159,39.137
252080,15023,Witori,Pago,NA,1900--,,--,Discredited Eruption,,-5.576,150.516
263310,16010,Tengger Caldera,Widodaren,2,190--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),-7.942,112.95
315020,20407,Wrangell,,4,190--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),62.006,-144.017
341120,10603,"Chichon, El",,NA,190--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),17.36,-93.228
263250,15826,Merapi,,NA,190--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),-7.54,110.446
313030,20366,Redoubt,,NA,190--,,--,Confirmed Eruption,Sidereal: Varve Count,60.485,-152.742
321050,20535,St. Helens,Lower E flank (East Dome),NA,190--,,--,Confirmed Eruption,Isotopic: 14C (calibrated),46.2,-122.18
383030,13097,Tenerife,NW rift zone (Cuevas Negras),NA,190--,,--,Confirmed Eruption,Correlation: Tephrochronology,28.271,-16.641
382050,19956,Terceira,Guilherme Moniz (Pico Alto),NA,190--,,--,Confirmed Eruption,Isotopic: 14C (uncalibrated),38.73,-27.32
212040,13881,Santorini,,NA,19--,,--,Discredited Eruption,,36.404,25.396
315020,20411,Wrangell,,2,1899-09-03,,--,Confirmed Eruption,Observations: Reported,62.006,-144.017
263300,16003,Semeru,,2,1899-08-11,,--,Confirmed Eruption,Observations: Reported,-8.108,112.922
264230,16334,Lewotolok,,2,1899-06-02,,--,Confirmed Eruption,Observations: Reported,-8.274,123.508
283110,17760,Asamayama,,2,1899-03-11,,--,Confirmed Eruption,Observations: Reported,36.406,138.523
223020,14043,Nyamulagira,NNW fissure zone,1,1899-2-,,--,Confirmed Eruption,Observations: Reported,-1.408,29.2
263300,16004,Semeru,,2,1899-12-,,--,Confirmed Eruption,Observations: Reported,-8.108,112.922
390010,19970,Buckle Island,,2,1899-01-12,,--,Confirmed Eruption,Observations: Reported,-66.78,163.25
223030,14090,Nyiragongo,,1,1899--,,--,Confirmed Eruption,Observations: Reported,-1.52,29.25
267020,16502,Karangetang,,2,1899--,,--,Confirmed Eruption,Observations: Reported,2.781,125.407
251020,14900,Manam,"Main Crater, South Crater",2,1899--,,--,Confirmed Eruption,Observations: Reported,-4.08,145.037
351060,11327,Purace,,2,1899--,,--,Confirmed Eruption,Observations: Reported,2.32,-76.4
311290,19840,Okmok,SW part of caldera (Cone A),3,1899--,,--,Confirmed Eruption,Observations: Reported,53.43,-168.13
255020,15119,Bagana,,NA,1899--,,--,Confirmed Eruption,Observations: Reported,-6.137,155.196
242010,14678,Curtis Island,,NA,1899--,,--,Discredited Eruption,,-30.543,-178.556
345060,11217,Irazu,,NA,1899--,,--,Discredited Eruption,,9.979,-83.852
311130,19744,Kasatochi,,NA,1899--,,--,Uncertain Eruption,,52.177,-175.508
311360,20070,Shishaldin,,NA,1899--,,--,Uncertain Eruption,,54.756,-163.97
321050,20334,St. Helens,,NA,1898-04-05,,--,Uncertain Eruption,,46.2,-122.18
257040,15249,Ambrym,,1,1898-03-26,,--,Confirmed Eruption,Observations: Reported,-16.25,168.12
263300,16001,Semeru,,2,1898-02-23,,--,Confirmed Eruption,Observations: Reported,-8.108,112.922
300260,19430,Klyuchevskoy,,2,1898-02-20,,--,Confirmed Eruption,Observations: Reported,56.056,160.642
320030,20426,Atlin Volcanic Field,,NA,1898-11-08,,--,Uncertain Eruption,,59.68,-133.32
233020,14304,"Fournaise, Piton de la",,2,1898-11-26,,--,Confirmed Eruption,Observations: Reported,-21.244,55.708
241080,13566,Tongariro,Ngauruhoe,2,1898-1-,,--,Confirmed Eruption,Observations: Reported,-39.157,175.632
223030,14089,Nyiragongo,,1,1898--,,--,Confirmed Eruption,Observations: Reported,-1.52,29.25
305060,19649,Changbaishan,,2,1898--,,--,Confirmed Eruption,Observations: Reported,41.98,128.08
357070,11978,"Chillan, Nevados de",Volcán Viejo,2,1898--,,--,Confirmed Eruption,Observations: Reported,-36.868,-71.378
311360,20069,Shishaldin,,2,1898--,,--,Confirmed Eruption,Observations: Reported,54.756,-163.97
252120,15038,Ulawun,,3,1898--,,--,Confirmed Eruption,Observations: Reported,-5.05,151.33
224004,14113,Santa Isabel,SE flank,NA,1898--,,--,Confirmed Eruption,Observations: Reported,3.588,8.762
255020,15118,Bagana,,2,1897-05-16,,--,Confirmed Eruption,Observations: Reported,-6.137,155.196
222030,13968,"Barrier, The",North flank (Teleki) and Likaiu,2,1897-5-,,--,Confirmed Eruption,Observations: Reported,2.32,36.57
263340,16119,Raung,,2,1897-4-,,--,Confirmed Eruption,Observations: Reported,-8.119,114.056
256010,15196,Tinakula,,2,1897-03-26,,--,Confirmed Eruption,Observations: Reported,-10.386,165.804
282110,17290,Asosan,Naka-dake,2,1897-02-24,,--,Confirmed Eruption,Observations: Reported,32.884,131.104
264010,16185,Batur,Batur I,2,1897--,,--,Confirmed Eruption,Observations: Reported,-8.242,115.375
373010,12822,Grimsvotn,Volcano Uncertain,2,1897--,,--,Confirmed Eruption,,64.416,-17.316
263250,15889,Merapi,,2,1897--,,--,Confirmed Eruption,Observations: Reported,-7.54,110.446
241080,13565,Tongariro,Ngauruhoe,2,1897--,,--,Confirmed Eruption,Observations: Reported,-39.157,175.632
271080,16719,Camiguin,,NA,1897--,,--,Discredited Eruption,,9.203,124.673
311240,19802,Cleveland,,NA,1897--,,--,Confirmed Eruption,Observations: Reported,52.825,-169.944
353090,11732,Santiago,SE flank (Sullivan Bay?),NA,1897--,,--,Confirmed Eruption,Observations: Reported,-0.22,-90.77
311360,20068,Shishaldin,,NA,1897--,,--,Uncertain Eruption,,54.756,-163.97
283190,17983,Zaozan [Zaosan],Okama,1,1896-09-01,,--,Uncertain Eruption,,38.144,140.44
372010,12556,Vestmannaeyjar,South or SE of Hellisey,NA,1896-9-,,--,Confirmed Eruption,Observations: Reported,63.416,-20.266
263340,16118,Raung,,2,1896-8-,,--,Confirmed Eruption,Observations: Reported,-8.119,114.056
282090,17148,Kirishimayama,Ohachi,2,1896-12-21,,--,Confirmed Eruption,Observations: Reported,31.934,130.862
342090,10715,Fuego,,2,1896-01-10,,--,Confirmed Eruption,Observations: Reported,14.473,-90.88
223020,14042,Nyamulagira,,1,1896--,,--,Confirmed Eruption,Observations: Reported,-1.408,29.2
241050,14507,Okataina,Waimangu (Echo Crater),1,1896--,,--,Confirmed Eruption,Observations: Reported,-38.12,176.5
358030,12266,Huequi,,2,1896--,,--,Confirmed Eruption,Observations: Reported,-42.377,-72.578
284070,18311,Myojinsho,14 km north of Bayonnaise Rocks,2,1896--,,--,Confirmed Eruption,Observations: Reported,31.888,139.918
341021,10372,Socorro,,2,1896--,,--,Uncertain Eruption,,18.78,-110.95
263310,16042,Tengger Caldera,Bromo,2,1896--,,--,Confirmed Eruption,Observations: Reported,-7.942,112.95
311320,20010,Akutan,,NA,1896--,,--,Confirmed Eruption,Observations: Reported,54.134,-165.986
258020,15366,Hunter Island,East side,NA,1895-11-24,,--,Confirmed Eruption,Observations: Reported,-22.4,172.05
345040,11152,Poas,,1,1895--,,--,Confirmed Eruption,Observations: Reported,10.2,-84.233
222030,13967,"Barrier, The",North flank (Teleki's Cone),2,1895--,,--,Confirmed Eruption,Observations: Reported,2.32,36.57
352050,11585,Cotopaxi,,2,1895--,,--,Confirmed Eruption,Observations: Reported,-0.677,-78.436
252040,15005,Dakataua,Makalia,2,1895--,,--,Confirmed Eruption,Correlation: Anthropology,-5.094,150.094
352040,11508,Sumaco,,2,1895--,,--,Confirmed Eruption,Observations: Reported,-0.538,-77.626
272070,16751,Mahagnao,,NA,1895--,,--,Uncertain Eruption,,10.882,124.888
233020,14301,"Fournaise, Piton de la",,2,1894-8-,,--,Confirmed Eruption,Observations: Reported,-21.244,55.708
223020,14041,Nyamulagira,,2,1894-6-,,--,Confirmed Eruption,Observations: Reported,-1.408,29.2
243050,14738,Fonuafo'ou,,NA,1894-12-,,--,Uncertain Eruption,,-20.32,-175.42
263250,15888,Merapi,,1,1894-10-,,--,Confirmed Eruption,Observations: Reported,-7.54,110.446
223030,14088,Nyiragongo,,1,1894--,,--,Confirmed Eruption,Observations: Reported,-1.52,29.25
290390,18883,Alaid,,2,1894--,,--,Confirmed Eruption,Observations: Reported,50.861,155.565
273010,16759,Bulusan,,2,1894--,,--,Confirmed Eruption,Observations: Reported,12.769,124.056
243070,14763,Lateiki,,2,1894--,,--,Uncertain Eruption,,-19.18,-174.87
312030,20123,Pavlof,,2,1894--,,--,Confirmed Eruption,Observations: Reported,55.417,-161.894
352010,11433,Reventador,,3,1894--,,--,Confirmed Eruption,Observations: Reported,-0.077,-77.656
345060,11216,Irazu,,NA,1894--,,--,Discredited Eruption,,9.979,-83.852
222120,14004,"Lengai, Ol Doinyo",,NA,1894--,,--,Discredited Eruption,,-2.764,35.914
300080,19037,Opala,,NA,1894--,,--,Discredited Eruption,,52.543,157.339
272020,16725,Kanlaon,,2,1893-7-,,--,Confirmed Eruption,Observations: Reported,10.412,123.132
357070,11977,"Chillan, Nevados de",Volcán Viejo,2,1893-03-04,,--,Confirmed Eruption,Observations: Reported,-36.868,-71.378
263320,16099,Lamongan,,2,1893-11-18,,--,Confirmed Eruption,Observations: Reported,-7.981,113.341
263250,15886,Merapi,,1,1893-10-,,--,Confirmed Eruption,Observations: Reported,-7.54,110.446
267040,16562,Awu,,2,1893--,,--,Confirmed Eruption,Observations: Reported,3.689,125.447
358030,12265,Huequi,,2,1893--,,--,Confirmed Eruption,Observations: Reported,-42.377,-72.578
357150,12208,Puyehue-Cordon Caulle,Cordón Caulle,2,1893--,,--,Confirmed Eruption,Observations: Reported,-40.59,-72.117
311240,19801,Cleveland,,NA,1893--,,--,Confirmed Eruption,Observations: Reported,52.825,-169.944
311320,20009,Akutan,,1,1892-09-23,,--,Confirmed Eruption,Observations: Reported,54.134,-165.986
267020,16501,Karangetang,,2,1892-06-14,,--,Confirmed Eruption,Observations: Reported,2.781,125.407
261120,15410,Sorikmarapi,Summit and east flank (Jurang Siunik),2,1892-05-21,,--,Confirmed Eruption,Observations: Reported,0.686,99.539
311180,19777,Seguam,,3,1892-04-15,,--,Confirmed Eruption,Observations: Reported,52.315,-172.51
211050,13482,Vulcano,5 km east of Vulcanello,NA,1892-12-14,,--,Uncertain Eruption,,38.404,14.962
241080,13563,Tongariro,NE flank (upper Te Mari Crater),2,1892-11-30,,--,Confirmed Eruption,Observations: Reported,-39.157,175.632
273010,16758,Bulusan,,2,1892--,,--,Confirmed Eruption,Observations: Reported,12.769,124.056
357110,12039,Llaima,,2,1892--,,--,Confirmed Eruption,Observations: Reported,-38.692,-71.729
312030,20122,Pavlof,,2,1892--,,--,Confirmed Eruption,Observations: Reported,55.417,-161.894
283110,17758,Asamayama,,NA,1892--,,--,Uncertain Eruption,,36.406,138.523
258020,15184,Hunter Island,,NA,1892--,,--,Uncertain Eruption,,-22.4,172.05
390015,19968,Melbourne,,NA,1892--,,--,Confirmed Eruption,Correlation: Tephrochronology,-74.35,164.7
261150,15481,Tandikat-Singgalang,Tandikat,NA,1892--,,--,Uncertain Eruption,,-0.39,100.331
282090,17144,Kirishimayama,Ohachi,2,1891-06-19,,--,Confirmed Eruption,Observations: Reported,31.934,130.862
357070,11976,"Chillan, Nevados de",Volcán Viejo,2,1891-2-,,--,Confirmed Eruption,Observations: Reported,-36.868,-71.378
311180,19776,Seguam,,2,1891-12-,,--,Confirmed Eruption,Observations: Reported,52.315,-172.51
211071,13863,Pantelleria,South of Pantelleria,NA,1891-12-,,--,Uncertain Eruption,,36.77,12.02
351080,11361,Galeras,,2,1891--,,--,Confirmed Eruption,Observations: Reported,1.22,-77.37
263060,15659,Gede-Pangrango,,2,1891--,,--,Confirmed Eruption,Observations: Reported,-6.786,106.983
342040,10632,Almolonga,,NA,1891--,,--,Discredited Eruption,,14.797,-91.519
358057,12297,"Hudson, Cerro",,NA,1891--,,--,Confirmed Eruption,Observations: Reported,-45.9,-72.97
223030,14087,Nyiragongo,Volcano Uncertain: probably Nyiragongo,NA,1891--,,--,Confirmed Eruption,,-1.52,29.25
223050,14109,Visoke,Volcano Uncertain,NA,1891--,,--,Confirmed Eruption,,-1.458,29.485
283260,18082,Akita-Yakeyama,,2,1890-09-23,,--,Confirmed Eruption,Observations: Reported,39.964,140.757
283140,17863,Nikko-Shiranesan,Shirane-san,1,1890-08-22,,--,Confirmed Eruption,Observations: Reported,36.799,139.376
285090,18731,Shiretoko-Iozan,NW flank,1,1890-06-15,,--,Confirmed Eruption,Observations: Reported,44.133,145.161
300260,19428,Klyuchevskoy,,2,1890-4-,,--,Confirmed Eruption,Observations: Reported,56.056,160.642
300261,19392,Ushkovsky,,2,1890-4-,,--,Confirmed Eruption,Observations: Reported,56.113,160.509
241080,13560,Tongariro,SSE flank (Red Crater),1,1890-3-,,--,Uncertain Eruption,,-39.157,175.632
341040,10453,Colima,,2,1890-11-18,,--,Confirmed Eruption,Observations: Reported,19.514,-103.62
300090,19041,Koryaksky,Upper SW flank,1,1890--,,--,Confirmed Eruption,Observations: Reported,53.321,158.712
283190,17978,Zaozan [Zaosan],Okama,1,1890--,,--,Uncertain Eruption,,38.144,140.44
266030,13460,Soputan,,2,1890--,,--,Confirmed Eruption,Observations: Reported,1.112,124.737
357120,21004,Villarrica,,2,1890--,,--,Confirmed Eruption,Sidereal: Varve Count,-39.42,-71.93
358030,12264,Huequi,,3,1890--,,--,Confirmed Eruption,Observations: Reported,-42.377,-72.578
252010,14981,Langila,,NA,1890--,,--,Confirmed Eruption,Observations: Reported,-5.525,148.42
334130,10359,Southern EPR-Segment J,,NA,1890--,,--,Confirmed Eruption,Correlation: Magnetism,-18.175,-113.35
351080,11360,Galeras,,2,1889-07-03,,--,Confirmed Eruption,Observations: Reported,1.22,-77.37
263250,15884,Merapi,,1,1889-7-,,--,Confirmed Eruption,Observations: Reported,-7.54,110.446
267010,16484,Ruang,,1,1889-6-,,--,Confirmed Eruption,Observations: Reported,2.3,125.37
263060,15658,Gede-Pangrango,,1,1889-05-08,,--,Uncertain Eruption,,-6.786,106.983
241100,14613,Ruapehu,,2,1889-05-01,,--,Confirmed Eruption,Observations: Reported,-39.28,175.57
345060,11215,Irazu,,NA,1889-02-28,,--,Discredited Eruption,,9.979,-83.852
283140,17862,Nikko-Shiranesan,Shirane-san (west flank),1,1889-12-04,,--,Confirmed Eruption,Observations: Reported,36.799,139.376
284120,18403,Ioto,Chidoriga-ana,1,1889-12-31,,--,Confirmed Eruption,Observations: Reported,24.751,141.289
283110,17756,Asamayama,,2,1889-12-24,,--,Confirmed Eruption,Observations: Reported,36.406,138.523
264180,16286,Lewotobi,Lewotobi Lakilaki,2,1889--,,--,Confirmed Eruption,Observations: Reported,-8.542,122.775
285050,18646,Tokachidake,Maru-yama (Yunuma),2,1889--,,--,Confirmed Eruption,Observations: Reported,43.418,142.686
273010,16757,Bulusan,,NA,1889--,,--,Confirmed Eruption,Observations: Reported,12.769,124.056
212050,13896,Nisyros,Polyvotis Micros,2,1888-09-25,,--,Confirmed Eruption,Observations: Reported,36.586,27.16
285020,18568,Hokkaido-Komagatake,NW side of 1856 (Ansei) crater,2,1888-04-14,,--,Confirmed Eruption,Observations: Reported,42.063,140.677
353010,11659,Fernandina,,1,1888-04-10,,--,Confirmed Eruption,Observations: Reported,-0.37,-91.55
263310,16039,Tengger Caldera,Bromo,2,1888-02-27,,--,Uncertain Eruption,,-7.942,112.95
261120,15409,Sorikmarapi,,NA,1888-2-,,--,Uncertain Eruption,,0.686,99.539
273030,16788,Mayon,,1,1888-12-15,,--,Confirmed Eruption,Observations: Reported,13.257,123.685
264110,15523,Iya,,NA,1888-12-,,--,Uncertain Eruption,,-8.891,121.641
222020,13960,South Island,,1,1888--,,--,Confirmed Eruption,Observations: Reported,2.63,36.6
264100,16158,Ebulobo,,2,1888--,,--,Confirmed Eruption,Observations: Reported,-8.817,121.191
263060,15657,Gede-Pangrango,,2,1888--,,--,Confirmed Eruption,Observations: Reported,-6.786,106.983
264220,16310,Iliboleng,,2,1888--,,--,Confirmed Eruption,Observations: Reported,-8.342,123.258
251010,14873,Bam,,NA,1888--,,--,Uncertain Eruption,,-3.613,144.818
222030,13966,"Barrier, The",North flank (Teleki's Cone),NA,1888--,,--,Confirmed Eruption,Observations: Reported,2.32,36.57
285050,18645,Tokachidake,Lower part of Maru-yama?,2,1887-6-,,--,Confirmed Eruption,Observations: Reported,43.418,142.686
282090,17143,Kirishimayama,Ohachi,2,1887-5-,,--,Confirmed Eruption,Observations: Reported,31.934,130.862
242021,14683,Macauley,22 km NNE of Macauley Island,NA,1887-12-01,,--,Uncertain Eruption,,-30.21,-178.475
284180,18528,Alamagan,,NA,1887-11-29,,--,Uncertain Eruption,,17.6,145.83
283260,18081,Akita-Yakeyama,Karenuma,2,1887--,,--,Confirmed Eruption,Observations: Reported,39.964,140.757
243110,14790,Niuafo'ou,,2,1887--,,--,Uncertain Eruption,Observations: Reported,-15.6,-175.63
311320,20008,Akutan,,NA,1887--,,--,Confirmed Eruption,Observations: Reported,54.134,-165.986
341040,10451,Colima,,NA,1887--,,--,Confirmed Eruption,Observations: Reported,19.514,-103.62
263130,15715,Guntur,,NA,1887--,,--,Uncertain Eruption,,-7.143,107.841
257040,15246,Ambrym,,2,1886-7-,,--,Confirmed Eruption,Observations: Reported,-16.25,168.12
241080,13559,Tongariro,NE flank (upper Te Mari Crater),2,1886-6-,,--,Confirmed Eruption,Observations: Reported,-39.157,175.632
242030,14699,Raoul Island,NNE flank (7.5 km from Raoul Island),NA,1886-3-,,--,Confirmed Eruption,Observations: Reported,-29.27,-177.92
271070,16715,Musuan,,1,1886-12-31,,--,Uncertain Eruption,Observations: Reported,7.877,125.068
211050,13480,Vulcano,Fossa,3,1886-01-05,,--,Confirmed Eruption,Observations: Reported,38.404,14.962
352050,11584,Cotopaxi,,2,1886-1-,,--,Confirmed Eruption,Observations: Reported,-0.677,-78.436
273010,16756,Bulusan,,2,1886--,,--,Confirmed Eruption,Observations: Reported,12.769,124.056
345060,14072,Irazu,,2,1886--,,--,Confirmed Eruption,Observations: Reported,9.979,-83.852
243070,14762,Lateiki,,2,1886--,,--,Confirmed Eruption,Observations: Reported,-19.18,-174.87
312030,20121,Pavlof,,2,1886--,,--,Confirmed Eruption,Observations: Reported,55.417,-161.894
252110,15035,Bamus,,3,1886--,,--,Confirmed Eruption,Observations: Reported,-5.2,151.23
222160,14033,Meru,Dome NW of Ash Cone,NA,1886--,,--,Confirmed Eruption,Observations: Reported,-3.244,36.75
256010,15195,Tinakula,,NA,1886--,,--,Confirmed Eruption,Observations: Reported,-10.386,165.804
267040,16560,Awu,,2,1885-08-18,,--,Confirmed Eruption,Observations: Reported,3.689,125.447
352050,11583,Cotopaxi,,2,1885-07-23,,--,Confirmed Eruption,Observations: Reported,-0.677,-78.436
263310,16035,Tengger Caldera,Bromo,2,1885-6-,,--,Confirmed Eruption,Observations: Reported,-7.942,112.95
351060,11326,Purace,,3,1885-05-25,,--,Confirmed Eruption,Observations: Reported,2.32,-76.4
251010,14872,Bam,,NA,1885-05-20,,--,Uncertain Eruption,,-3.613,144.818
251020,14898,Manam,,NA,1885-5-,,--,Confirmed Eruption,Observations: Reported,-4.08,145.037
342110,10759,Pacaya,,2,1885-12-,,--,Confirmed Eruption,Observations: Reported,14.382,-90.601
261140,15435,Marapi,,2,1885-11-12,,--,Confirmed Eruption,Observations: Reported,-0.38,100.474
344090,10999,Momotombo,,1,1885-10-,,--,Uncertain Eruption,,12.423,-86.539
243060,14747,Tofua,,2,1885-10-,,--,Confirmed Eruption,Observations: Reported,-19.75,-175.07
241040,14464,Whakaari/White Island,West end of crater,2,1885-10-,,--,Confirmed Eruption,Observations: Reported,-37.52,177.18
263130,15714,Guntur,,NA,1885-01-18,,--,Uncertain Eruption,,-7.143,107.841
251070,14970,Ritter Island,,NA,1885-01-13,,--,Uncertain Eruption,,-5.519,148.115
241040,14463,Whakaari/White Island,,2,1885-1-,,--,Uncertain Eruption,,-37.52,177.18
355030,14102,Isluga,,1,1885--,,--,Confirmed Eruption,Observations: Reported,-19.15,-68.83
